Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,Property_Area,LoanAmount,Total_Income,Loan_Status
1.0,1.0,0.0,1.0,0.0,0.7435897435897436,0.0,1.0,0.5532748172415494,0.4144804271869911,0
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,1.0,0.812522318154828,0.517074831451019,1
1.0,1.0,0.0,1.0,0.0,0.7435897435897436,0.0,0.5,0.5787372997111075,0.2830413634251865,0
1.0,1.0,0.6666666666666666,1.0,0.0,0.7435897435897436,0.0,0.0,0.5705521825286981,0.3222081698355319,0
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,0.5,0.6403164386111126,0.3790811826368554,0
1.0,1.0,0.0,0.0,1.0,0.7435897435897436,1.0,0.5,0.6952856374655227,0.46948644879185397,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.5905046712607245,0.31115680540042523,1
1.0,1.0,0.6666666666666666,1.0,0.0,0.7435897435897436,1.0,1.0,0.5663503138676842,0.3214550974490067,1
1.0,0.0,0.0,1.0,0.0,0.7435897435897436,1.0,1.0,0.3014016742276481,0.0,0
0.0,0.0,0.6666666666666666,0.0,0.0,0.7435897435897436,1.0,0.5,0.5866472341800641,0.34683955659999444,1
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,1.0,0.7072322839892242,0.4103960032635634,0
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.47410344097724844,0.1952401934667536,0
1.0,0.0,0.3333333333333333,0.0,1.0,0.7435897435897436,1.0,0.0,0.557714541259793,0.29280652943862395,0
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.5746803303801158,0.316743972322856,1
1.0,0.0,1.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.816216246328092,0.5894575857896742,0
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.6017114746069032,0.2735632970684916,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,0.0,1.0,0.5441358669126808,0.19453385341116047,0
0.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6292228774547044,0.3147664168760336,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.6865467617848786,0.512662415826117,1
1.0,0.0,0.0,1.0,0.0,0.7435897435897436,1.0,0.5,0.5663503138676842,0.328427055806096,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.4922122502111592,0.2270474101995228,0
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.369092803312436,0.18286789333395248,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.4772200215345692,0.12641366841361612,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6124086981283534,0.36505042363501583,1
1.0,1.0,0.0,1.0,1.0,0.7435897435897436,1.0,1.0,0.5346275675161503,0.29296519066167126,1
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.5143743504713745,0.21358921313677492,1
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,1.0,0.35390699306005435,0.338882898920293,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.6292228774547044,0.34632834496691545,1
0.0,1.0,0.0,0.0,0.0,0.7435897435897436,0.0,1.0,0.5866472341800641,0.35733879667310275,0
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6292228774547044,0.36497131630215596,1
0.0,1.0,0.0,1.0,0.0,0.7435897435897436,1.0,0.5,0.5441358669126808,0.22510934790842563,1
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.5866472341800641,0.18880960303487626,1
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.5705521825286981,0.2670765328173672,0
1.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,1.0,1.0,0.6124086981283534,0.28875291511532697,0
0.0,1.0,0.3333333333333333,0.0,1.0,0.7435897435897436,0.0,1.0,0.7898724954422198,0.5153538065399241,0
1.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,1.0,0.5,0.537040905514095,0.24531873857405517,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.5346275675161503,0.23538627962160708,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.6141452255090323,0.33520856885682293,0
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,1.0,0.6814034227474848,0.48871728623827004,1
1.0,1.0,0.6666666666666666,1.0,0.0,0.7435897435897436,1.0,1.0,0.6292228774547044,0.3626262378954632,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.5866472341800641,0.36580068883888184,1
1.0,1.0,1.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.5417945700620366,0.18418240791798457,1
1.0,1.0,0.0,1.0,1.0,0.358974358974359,0.0,0.0,0.6610479369888751,0.3562348811819642,0
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,0.0,0.0,0.6017114746069032,0.30584291424047083,0
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,0.0,0.5,0.5787372997111075,0.26329226923132754,0
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.7657181380491793,0.4885009006865164,0
1.0,0.0,0.0,1.0,0.0,0.358974358974359,0.0,1.0,0.5980348624282088,0.3301626364129244,0
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,1.0,0.8102778013696912,0.49861110191053437,1
1.0,1.0,1.0,1.0,1.0,0.10256410256410257,1.0,1.0,0.5961747864008986,0.39563438530801887,1
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,0.0,0.5,0.6158690309631798,0.2711505776632468,0
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.6707666561616454,0.36493175318167004,1
1.0,1.0,0.6666666666666666,1.0,1.0,0.7435897435897436,1.0,0.5,0.537040905514095,0.23717987023824194,1
1.0,0.0,0.0,0.0,0.0,0.6153846153846154,1.0,0.5,0.4950993832689692,0.22005516091598332,1
1.0,1.0,1.0,1.0,0.0,0.7435897435897436,0.0,0.5,0.5321892203889793,0.2961173070008838,0
1.0,1.0,1.0,0.0,1.0,0.7435897435897436,1.0,0.5,0.6903318041329845,0.39352764070218726,1
1.0,0.0,0.0,0.0,0.0,1.0000000000000002,1.0,1.0,0.5726253095263247,0.23717987023824194,0
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.6761451392974103,0.4403116257993098,0
1.0,1.0,0.3333333333333333,0.0,1.0,0.7435897435897436,1.0,1.0,0.5663503138676842,0.25456070171649237,0
1.0,1.0,1.0,0.0,0.0,0.6153846153846154,0.0,0.5,0.6814034227474848,0.39796598142727757,0
1.0,1.0,1.0,1.0,1.0,0.7435897435897436,1.0,0.5,0.6053315212724693,0.3322023605815245,1
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.568460627493931,0.24345415063118536,1
1.0,1.0,0.3333333333333333,0.0,1.0,0.7435897435897436,1.0,0.5,0.6017114746069032,0.12589609815721725,1
0.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,1.0,1.0,0.6638659154856865,0.20234758897429894,0
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.7719931337078199,0.4329006660273531,0
1.0,1.0,0.3333333333333333,0.0,0.0,0.4871794871794872,1.0,1.0,0.3833576793477008,0.2524534837974042,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6158690309631798,0.30342165137365495,1
1.0,1.0,0.6666666666666666,1.0,0.0,0.7435897435897436,1.0,0.5,0.5417945700620366,0.3245934564249311,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.5532748172415494,0.28886044147563994,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.7174890435087116,0.4422317633165622,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6748120003651872,0.47720742366340096,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6071208712803995,0.3479012120365448,1
1.0,1.0,0.6666666666666666,0.0,0.0,0.358974358974359,1.0,0.5,0.6915800743926543,0.5239254908228019,1
1.0,1.0,0.6666666666666666,1.0,0.0,0.7435897435897436,1.0,1.0,0.4950993832689692,0.31316320497545136,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.5905046712607245,0.26131823499187745,1
1.0,0.0,0.0,1.0,0.0,0.2307692307692308,1.0,0.5,0.2248303066510532,0.22842253618554698,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.6017114746069032,0.38425922979811866,0
0.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.617580299539465,0.2977303545325831,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.3833576793477008,0.1796343007498895,1
1.0,1.0,0.0,1.0,0.0,0.358974358974359,1.0,0.5,0.5767175586222981,0.26459962600172493,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6071208712803995,0.32305265487447454,1
1.0,1.0,0.6666666666666666,1.0,0.0,0.358974358974359,1.0,1.0,0.6106592596449192,0.41092257474850347,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6403164386111126,0.44462559077701536,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.6017114746069032,0.5579034520428208,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6017114746069032,0.43244889475801407,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.6538517066444165,0.2862668680802021,1
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,1.0,0.5441358669126808,0.2582362442256956,1
1.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,1.0,1.0,0.7336485996052415,0.5369064726513406,1
1.0,0.0,0.0,1.0,0.0,0.7435897435897436,1.0,0.0,0.5866472341800641,0.4036501640646335,0
1.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,0.0,1.0,0.7240866269056878,0.4059080215335731,0
1.0,1.0,1.0,1.0,0.0,1.0000000000000002,1.0,0.5,0.5297253403669755,0.1668773228432998,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.6158690309631798,0.323800904413001,1
0.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6209659463263373,0.3212664719036893,1
1.0,1.0,0.0,1.0,0.0,0.7435897435897436,0.0,0.0,0.6418593844159997,0.41532161087074315,0
0.0,0.0,0.3333333333333333,0.0,1.0,0.7435897435897436,1.0,0.5,0.6017114746069032,0.4076130301148402,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.582725503529196,0.31105851626134196,1
1.0,1.0,0.3333333333333333,0.0,0.0,0.358974358974359,1.0,0.0,0.6878152198007361,0.5743176952608986,1
0.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6449152506413869,0.3299805140045511,1
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,1.0,0.5063061866151477,0.2278733994129809,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.6748120003651872,0.4160955666462034,0
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.7666248767130897,0.49058476970461196,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.6814034227474848,0.43541550513578353,1
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.35390699306005435,0.26329226923132754,1
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,0.0,0.5,0.617580299539465,0.5069449730621776,1
1.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,1.0,0.5,0.4950993832689692,0.17821149821951576,1
1.0,1.0,0.0,1.0,0.0,0.7435897435897436,1.0,0.0,0.6989337476283017,0.3665093811243001,1
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.527235387056441,0.23331086529172462,1
1.0,1.0,1.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.8502782626264611,0.6959563647139746,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.6017114746069032,0.33247306207526806,1
1.0,1.0,0.3333333333333333,0.0,1.0,0.358974358974359,0.0,1.0,0.6538517066444165,0.5705438738369926,0
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.6839891453848477,0.44462559077701536,0
1.0,0.0,0.0,0.0,1.0,1.0000000000000002,1.0,1.0,0.9825883319739865,0.6547903155035952,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.47410344097724844,0.2496367319683166,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.46120715105597054,0.15729424517484936,1
1.0,1.0,0.0,0.0,1.0,0.2307692307692308,1.0,0.5,0.2248303066510532,0.2171304286760083,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.548749708701965,0.3033202511835251,1
1.0,1.0,1.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.7931292725844492,0.5206928726368869,0
0.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.5035541272648951,0.28697197367854854,0
1.0,1.0,0.6666666666666666,0.0,1.0,0.7435897435897436,1.0,1.0,0.5143743504713745,0.38550062419477293,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,0.0,0.5,0.750713955279458,0.5813005648440519,0
1.0,1.0,0.6666666666666666,1.0,0.0,0.7435897435897436,1.0,0.0,0.6035284596365462,0.33804657353423306,0
1.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,1.0,0.0,0.6878152198007361,0.39650694669703257,0
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.6652623492110561,0.3284728847609253,1
1.0,0.0,0.0,0.0,1.0,0.358974358974359,1.0,0.5,0.6748120003651872,0.39033362115363723,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.5905046712607245,0.2949137210569519,1
1.0,1.0,0.6666666666666666,0.0,0.0,0.358974358974359,1.0,1.0,0.6903318041329845,0.5208407265299442,1
0.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.5441358669126808,0.38550062419477293,1
0.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,1.0,1.0,0.46120715105597054,0.5790893457442301,1
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,1.0,0.26621709765589374,0.17871459537663092,1
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.7336485996052415,0.5189117237889433,0
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.5961747864008986,0.34067805934582096,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,0.0,0.0,0.582725503529196,0.36505042363501583,0
1.0,1.0,0.0,0.0,1.0,0.7435897435897436,1.0,0.0,0.6418593844159997,0.36701995928526876,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.7526426414230447,0.4590383378997982,0
1.0,1.0,0.6666666666666666,1.0,0.0,0.7435897435897436,1.0,0.0,0.5726253095263247,0.11379291809735537,0
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.3833576793477008,0.2019665016207648,1
1.0,1.0,1.0,0.0,0.0,0.358974358974359,0.0,0.5,0.9637845297530565,0.8248192452643155,1
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,0.0,0.6538517066444165,0.35384677902213135,1
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,1.0,0.6903318041329845,0.4689144983854263,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.5866472341800641,0.31169670123102855,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.7629767665503107,0.4857678883430909,1
1.0,1.0,0.0,1.0,0.0,0.7435897435897436,1.0,0.5,0.5394297421956116,0.17372263189209347,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.7806767166160082,0.4231738440214816,0
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,0.0,0.5,0.5885838573930919,0.2751020408383915,0
1.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,1.0,0.0,0.650910438444966,0.33734010786224133,1
1.0,1.0,0.0,0.0,0.0,0.358974358974359,1.0,1.0,0.4772200215345692,0.4632545122091625,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.6839891453848477,0.38756796016809525,1
0.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.5705521825286981,0.28697197367854854,0
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.6035284596365462,0.3442299038864862,1
1.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.5,0.4367839323972238,0.10895902738295238,0
1.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,1.0,0.5,0.7060645476366747,0.42526166934759346,1
1.0,1.0,0.0,1.0,0.0,0.7435897435897436,1.0,0.0,0.5321892203889793,0.22628783180622736,1
1.0,1.0,1.0,0.0,0.0,0.6153846153846154,1.0,1.0,1.0,0.8888292485818952,1
1.0,1.0,1.0,1.0,0.0,0.358974358974359,1.0,0.0,0.4950993832689692,0.22161044047958423,0
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6903318041329845,0.5117222562271009,1
1.0,1.0,0.0,1.0,1.0,0.7435897435897436,1.0,0.5,0.511715583288644,0.31252878326276456,0
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.5787372997111075,0.3304810295195939,1
1.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,1.0,0.0,0.5464540964242441,0.23142126820155062,1
1.0,1.0,1.0,0.0,0.0,0.7435897435897436,0.0,0.5,0.9186027659620675,0.6096887322391125,0
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,0.5,0.5787372997111075,0.23717987023824194,1
1.0,0.0,0.0,1.0,0.0,1.0000000000000002,0.0,1.0,0.548749708701965,0.23942018913088803,0
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,0.0,1.0,0.6814034227474848,0.5579034520428208,0
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.45104880843248885,0.3913672989801744,0
1.0,1.0,0.0,0.0,0.0,0.358974358974359,1.0,0.5,0.4709450258759287,0.28789102364587715,1
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,0.5,0.7675281346058094,0.7833495376264354,0
0.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.5620720434227042,0.22876513091643935,1
1.0,1.0,0.0,0.0,1.0,0.7435897435897436,1.0,0.5,0.5866472341800641,0.8479064780584313,1
1.0,1.0,0.3333333333333333,0.0,1.0,0.6153846153846154,0.0,0.0,0.44756284256837575,0.10232588513340835,0
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.41764343422911154,0.2835910168754563,1
1.0,1.0,0.0,0.0,1.0,0.7435897435897436,1.0,0.0,0.6652623492110561,0.35260248125190086,1
1.0,1.0,0.0,0.0,0.0,0.358974358974359,1.0,0.0,0.6915800743926543,0.46338761592868694,1
1.0,0.0,0.0,1.0,0.0,0.7435897435897436,1.0,0.0,0.37394448843755146,0.30281262810323084,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6596261901128058,0.5259195384159849,0
1.0,1.0,0.0,1.0,0.0,0.7435897435897436,1.0,1.0,0.6538517066444165,0.3552083422099195,0
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.48029586130880775,0.24422740335717852,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.5866472341800641,0.2647773697358995,1
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,0.5,0.6680305975180805,0.34146209693026797,0
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.6903318041329845,0.5276307433675071,1
0.0,0.0,0.0,1.0,0.0,0.7435897435897436,1.0,1.0,0.5866472341800641,0.26952897307929,1
0.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.5726253095263247,0.36326438343446266,1
1.0,0.0,0.0,0.0,1.0,0.7435897435897436,1.0,1.0,0.5007694984091431,0.5043183769872954,0
1.0,1.0,0.3333333333333333,1.0,0.0,0.7435897435897436,1.0,0.5,0.5196034188243037,0.3135041463796078,1
1.0,0.0,0.6666666666666666,0.0,0.0,0.7435897435897436,0.0,0.5,0.6624611447931754,0.304736099040525,1
1.0,1.0,1.0,1.0,0.0,0.358974358974359,1.0,1.0,0.6017114746069032,0.2527023220663749,0
1.0,1.0,0.3333333333333333,1.0,0.0,0.7435897435897436,1.0,1.0,0.6141452255090323,0.28697197367854854,1
1.0,1.0,0.6666666666666666,1.0,0.0,0.7435897435897436,1.0,0.5,0.5942998888944429,0.2479945897788005,1
0.0,0.0,0.0,1.0,0.0,0.7435897435897436,1.0,0.5,0.5866472341800641,0.27730796857943596,1
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.4922122502111592,0.20120256759626343,1
1.0,0.0,0.0,1.0,0.0,0.7435897435897436,1.0,0.0,0.4053642104173878,0.3739455079297118,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.42159812214484227,0.13445124414550258,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.5998803494737672,0.2141708318205222,0
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.7219079225240974,0.4806571785162894,0
1.0,1.0,1.0,0.0,0.0,0.7435897435897436,0.0,0.5,0.6017114746069032,0.2921708686806863,0
1.0,1.0,0.3333333333333333,0.0,1.0,0.7435897435897436,1.0,1.0,0.748769329400258,0.41856251176084425,1
1.0,1.0,1.0,1.0,1.0,0.7435897435897436,1.0,0.0,0.6053315212724693,0.34124455695132583,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.617580299539465,0.3617461009818468,1
1.0,1.0,1.0,1.0,0.0,0.7435897435897436,1.0,0.5,0.5441358669126808,0.3001561264576311,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.6141452255090323,0.07488516885245855,0
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6071208712803995,0.33233774822211415,1
1.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,0.0,0.5,0.4677436378236901,0.3085885559574384,0
0.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,1.0,0.5,0.5998803494737672,0.37997655260649466,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,0.0,1.0,0.4254874403165486,0.10717765032692039,0
1.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,1.0,0.5,0.5787372997111075,0.3422436663965154,1
1.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6292228774547044,0.34379946279031715,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6748120003651872,0.44286852327923776,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.6017114746069032,0.36398034203978047,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.0,0.6680305975180805,0.20166121002117676,0
1.0,1.0,0.0,1.0,1.0,0.7435897435897436,1.0,1.0,0.6192792122782118,0.29507104181123833,0
1.0,1.0,0.6666666666666666,0.0,0.0,0.7435897435897436,1.0,0.5,0.7174890435087116,0.4235490758743896,1
1.0,1.0,0.0,0.0,0.0,1.0000000000000002,1.0,0.5,0.650910438444966,0.2962738671923557,1
1.0,0.0,0.0,0.0,1.0,0.7435897435897436,1.0,0.0,0.7060645476366747,0.36986771152595144,1
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,0.5,0.5532748172415494,0.28490524153431784,1
1.0,1.0,0.0,0.0,0.0,0.358974358974359,1.0,0.0,0.34320976953860427,0.2349191518035021,1
1.0,0.0,0.0,1.0,0.0,0.7435897435897436,1.0,0.0,0.5866472341800641,0.34487416952458294,1
0.0,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,0.5,0.7849012177391277,0.4353857159027903,1
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,0.5,0.6226406750481968,0.30529012340733064,1
1.0,1.0,0.3333333333333333,0.0,0.0,0.7435897435897436,1.0,0.0,0.6680305975180805,0.3834526543743595,1
1.0,1.0,0.0,0.0,0.0,0.7435897435897436,1.0,1.0,0.7629767665503107,0.3431092010436505,0
0.0,0.0,0.0,0.0,1.0,0.7435897435897436,1.0,1.0,0.5905046712607245,0.2174172899003899,1
